CPU_Power(W),DRAM_Power(W),Time(S),
47.08,12.56,117.394638, 
59.71,12.77,117.414575, 
56.27,13.01,117.434892, 
52.12,12.56,117.455035, 
56.44,12.92,117.474575, 
58.92,12.97,117.495125, 
49.6,13.02,117.514243, 
57.57,13.5,117.534391, 
56.11,12.23,117.555429, 
52.55,12.89,117.575548, 
47.43,12.09,117.5964, 
50.3,12.7,117.616323, 
54.22,12.85,117.636718, 
57.86,12.74,117.65686, 
51.23,12.87,117.676229, 
56.39,12.91,117.696503, 
53.17,12.3,117.716531, 
54.53,12.4,117.737083, 
57.67,12.33,117.757777, 
52.91,12.6,117.778594, 
57.1,13.02,117.798304, 
55.05,12.9,117.818203, 
53.08,12.58,117.838987, 
54.22,12.28,117.857978, 
45.99,12.41,117.878239, 
48.94,12.78,117.899479, 
42.09,12.41,117.920641, 
55.07,13.39,117.940351, 
58.26,13.31,117.959051, 
60.54,14.37,117.979605, 
64.46,15.07,117.998515, 
59.76,12.79,118.017286, 
63.12,12.96,118.036186, 
59.73,12.7,118.055002, 
64.17,14.02,118.073761, 
64.6,14.28,118.093216, 
83.05,17.51,118.11215, 
65.55,13.56,118.131095, 
57.07,13.14,118.149742, 
58.2,12.64,118.169895, 
61.6,13.34,118.188558, 
54.01,13.14,118.208055, 
57.47,12.56,118.228163, 
51.36,13.26,118.249225, 
56.41,12.76,118.269325, 
54.87,13.12,118.289731, 
55.53,13.13,118.308525, 
60.36,11.87,118.327109, 
57.27,12.75,118.345702, 
56.86,12.26,118.365861, 
49.71,12.83,118.386, 
57.38,12.71,118.405036, 
57.45,12.7,118.425238, 
55.92,12.5,118.445336, 
55.38,12.91,118.465438, 
46.94,12.74,118.486627, 
44.85,12.47,118.508109, 
48.47,12.12,118.530679, 
48.32,13.05,118.550625, 
67.83,13.65,118.569486, 
49.83,12.13,118.590971, 
56.49,13.18,118.610672, 
58.01,14.03,118.630233, 
58.78,13.97,118.649713, 
67.69,15.69,118.672591, 
63.97,14.57,118.694367, 
56.62,12.7,118.714329, 
55.22,12.91,118.735046, 
51.39,12.14,118.756037, 
48.14,12.3,118.778118, 
47.48,12.5,118.800171, 
55.68,13.64,118.820308, 
52.81,12.4,118.842158, 
50.07,12.76,118.862361, 
54.8,11.97,118.882329, 
53.82,13.14,118.903338, 
58.87,12.76,118.923419, 
50.88,13.12,118.944066, 
59.7,13,118.964072, 
56.3,12.62,118.983985, 
63.15,13.51,119.003546, 
54.95,12.62,119.023553, 
62.94,12.57,119.042644, 
63.46,13.03,119.062409, 
57.74,12.75,119.082588, 
55.85,12.66,119.102563, 
54.33,12.5,119.123012, 
57.76,12.38,119.142635, 
57.36,13.24,119.162047, 
55.45,12.54,119.181967, 
57.48,13,119.201235, 
63.53,12.75,119.220901, 
56.94,12.9,119.240936, 
55.5,13,119.261377, 
57.15,13,119.281538, 
61.55,12.94,119.302519, 
61.11,12.93,119.323074, 
51.1,12.93,119.343572, 
58.33,13.01,119.363097, 
58.95,13.03,119.383234, 
59.13,12.78,119.404429, 
57.99,13.03,119.424321, 
55.82,12.43,119.445828, 
54.23,13.65,119.466766, 
60.65,12.9,119.486533, 
58.49,12.91,119.506665, 
57.76,12.48,119.526858, 
55.97,12.62,119.547454, 
58.99,12.78,119.567491, 
57.54,11.85,119.588419, 
49.45,13.12,119.608412, 
51.52,12.21,119.629329, 
51.88,12.86,119.650367, 
59.05,13.37,119.670209, 
67.51,13.97,119.691002, 
66.01,12.82,119.710216, 
65.66,12.5,119.730865, 
56.5,13.2,119.750757, 
59.31,11.82,119.77169, 
54.23,12.96,119.79122, 
57.95,12.28,119.810512, 
61.12,12.93,119.830786, 
61.3,13.05,119.850502, 
58.12,12.52,119.870294, 
53.59,11.8,119.89102, 
54.52,12.91,119.91196, 
52.85,12.8,119.932292, 
60.23,12.82,119.953231, 
59.13,13.24,119.973598, 
61.46,13.13,119.993584, 
57.91,12.82,120.013107, 
58.92,12.73,120.033517, 
57.56,12.79,120.054094, 
64.04,13.25,120.073817, 
66.05,14.07,120.094092, 
59.56,13.04,120.113491, 
62,12.86,120.132669, 
65.32,12.87,120.152181, 
62.12,13.25,120.171924, 
59.85,12.5,120.191923, 
63.56,12.65,120.211249, 
62.94,13.18,120.230427, 
64.04,13.13,120.250494, 
60.95,13.19,120.27004, 
58.57,12.88,120.290096, 
60.52,12.95,120.309374, 
61.68,13.3,120.329398, 
61.76,14.11,120.349222, 
54.29,12.75,120.369556, 
58.85,13.32,120.388923, 
69.8,15.6,120.408929, 
63.38,13.86,120.42823, 
61.21,13.37,120.448357, 
55.54,12.81,120.46875, 
59.69,12.26,120.489456, 
55.72,13.02,120.510369, 
56.7,12.71,120.530824, 
53.75,12.67,120.55192, 
56.83,12.49,120.571731, 
55.24,12.62,120.591724, 
59.79,12.9,120.611422, 
58.44,12.94,120.631147, 
54.52,13.06,120.652133, 
53.84,12.74,120.672226, 
57.58,12.84,120.691938, 
51.13,12.64,120.713281, 
54.72,12.56,120.732862, 
58.79,13.02,120.752835, 
63.65,13.31,120.773343, 
62.37,13.05,120.793331, 
64.67,14.19,120.813707, 
67.59,16.51,120.836774, 
76.94,15.59,120.856693, 
65.44,12.82,120.876676, 
60.79,13.11,120.896586, 
69.3,13.12,120.915788, 
68.22,12.41,120.935043, 
69.46,12.95,120.954634, 
67.26,13.29,120.974205, 
61.62,13.05,120.993531, 
64.07,13.76,121.013683, 
62.94,15.08,121.033354, 
66.5,14.71,121.05271, 
68.14,14.98,121.072453, 
64.21,14.91,121.092922, 
65.53,15.47,121.113293, 
67.87,14.54,121.13292, 
68.67,14.25,121.15241, 
66.81,15.18,121.172024, 
65.1,14.64,121.191978, 
65.13,14.12,121.211727, 
64.57,13.85,121.231204, 
67.25,13.8,121.250873, 
62.56,12.94,121.270378, 
64.72,12.8,121.290287, 
68.6,13.24,121.309708, 
61.72,12.74,121.329153, 
61.88,12.83,121.349299, 
70.3,13.11,121.36887, 
64.7,12.81,121.388415, 
65.1,12.42,121.407855, 
62.52,12.46,121.427093, 
61.88,14.95,121.446651, 
68.33,16.06,121.466649, 
80.69,17.86,121.486265, 
72.4,15.06,121.505459, 
67.57,15.49,121.524637, 
66,14.69,121.544649, 
64.86,15.35,121.563751, 
66.18,14.99,121.583382, 
69.23,14.58,121.601719, 
71.54,15.31,121.620077, 
72.53,14.16,121.638468, 
72.17,14.19,121.65686, 
71.43,14.83,121.675213, 
68.49,12.51,121.69444, 
68.02,13.04,121.713711, 
71.95,13.02,121.733007, 
70.2,13.49,121.752322, 
70.7,12.52,121.771594, 
68.27,12.64,121.791016, 
68.06,12.61,121.81076, 
63.86,12.73,121.830085, 
70.09,13,121.849826, 
61.11,13.42,121.869896, 
68.33,15.11,121.889241, 
75.31,16.65,121.907717, 
74.88,16.96,121.929354, 
82.62,19.74,121.948273, 
69.01,14.34,121.96822, 
65.19,14.72,121.988819, 
69.69,14.86,122.008231, 
67.12,14.86,122.027818, 
71.82,15.25,122.046798, 
68.82,13.66,122.066007, 
68.17,14.31,122.085669, 
66.56,13.15,122.105376, 
64.78,12.99,122.124451, 
67.48,13.32,122.144017, 
68.2,13.06,122.163364, 
69.5,13.41,122.182916, 
68.55,12.68,122.202202, 
67.28,14.08,122.221392, 
71.12,14.65,122.24088, 
67.09,13.99,122.261255, 
67.5,13.54,122.282262, 
81.12,16.5,122.301499, 
63.93,15.45,122.321158, 
71.52,14.68,122.340557, 
65.7,14.88,122.360324, 
65.14,14.92,122.380829, 
65.98,14.54,122.400116, 
67.76,14.19,122.419909, 
65.58,14.98,122.439927, 
66.68,14.67,122.46003, 
67.7,14.43,122.479021, 
69.88,14.24,122.498529, 
68.78,13.59,122.517513, 
67.17,14.16,122.536845, 
69.88,12.8,122.556243, 
65.91,13.7,122.576563, 
63.27,12.57,122.59645, 
68.87,13.84,122.616468, 
71.21,14.63,122.636024, 
68.71,13,122.655333, 
67.62,12.7,122.674776, 
67.08,13.34,122.694053, 
77.31,15.94,122.714535, 
74.65,14.64,122.734031, 
66.12,15.72,122.753394, 
66.65,14.43,122.773063, 
63.15,15.01,122.792646, 
68.01,14.3,122.812327, 
68.23,15.18,122.831868, 
71,14.3,122.851299, 
66.47,14.98,122.870509, 
68.13,14.53,122.889785, 
68.37,14.55,122.90947, 
68.78,13.96,122.929313, 
67.54,14.38,122.94906, 
63.37,13.51,122.968602, 
62.25,12.38,122.988138, 
66.46,12.99,123.007431, 
69.73,13.48,123.026925, 
68.41,13.47,123.04643, 
69.03,12.49,123.065944, 
61.44,12.66,123.085829, 
62.9,13.33,123.105136, 
61.17,12.39,123.124457, 
64.03,12.81,123.144023, 
55.35,13.11,123.164901, 
63.46,14.32,123.185073, 
69.96,15.02,123.20427, 
72.75,15.33,123.223597, 
62.85,13.22,123.243591, 
68.83,15.35,123.263338, 
67.11,14.96,123.283156, 
67.63,14.2,123.302739, 
61.68,14.62,123.322018, 
73.53,14.93,123.341304, 
72.81,14.35,123.360581, 
71.99,16.27,123.379863, 
84.84,18.51,123.399262, 
71.16,13.55,123.41871, 
67.65,13.56,123.437997, 
71.04,13.34,123.45729, 
67.83,12.59,123.476609, 
72.69,12.34,123.495921, 
71.64,13.38,123.515229, 
68.85,12.64,123.534759, 
70.1,12.6,123.554345, 
62.42,13.15,123.57391, 
70.86,13.87,123.593921, 
68,14.24,123.613405, 
66.02,14.9,123.632962, 
71.74,14.79,123.652613, 
67.48,15.24,123.6722, 
69.16,14.61,123.691972, 
62.8,14.74,123.711628, 
65.13,15.05,123.731257, 
63.68,13.78,123.751083, 
66.44,15.08,123.770812, 
65.39,14.46,123.790549, 
64.57,13.46,123.809751, 
65.34,14.12,123.828959, 
72.91,14.81,123.848135, 
65.65,13.25,123.867384, 
65.22,13.14,123.886949, 
60.86,12.97,123.906361, 
67.92,12.71,123.925811, 
70.82,13.01,123.945264, 
68.21,13.35,123.964586, 
76.39,13.31,123.983798, 
70.93,12.65,124.003114, 
73.28,13.02,124.022386, 
71.83,15.42,124.041889, 
67.96,14.32,124.061568, 
69.89,14.95,124.081197, 
65.58,13.86,124.100955, 
65.8,14.7,124.120259, 
68.12,14.47,124.139422, 
66.52,14.59,124.15871, 
68.39,15.35,124.178415, 
68.62,14.34,124.197743, 
65.47,15.32,124.217407, 
65.51,13.89,124.23712, 
63.49,14.34,124.256841, 
67.12,13.88,124.276486, 
63.71,13.94,124.295851, 
65.93,12.35,124.314999, 
70.06,13.83,124.334397, 
69.22,13.83,124.353646, 
72.16,14.19,124.372911, 
73.58,13.15,124.392302, 
71.19,13.07,124.411624, 
67.83,13.8,124.431017, 
69.28,12.16,124.450436, 
77.25,15.67,124.470814, 
69.33,14.89,124.49092, 
67.43,15.25,124.510188, 
67.89,14.39,124.529802, 
65.97,14.54,124.549479, 
69.03,14.24,124.569098, 
63.33,15.06,124.588746, 
70.35,14.69,124.607909, 
68.51,14.34,124.627093, 
68.63,14.79,124.64666, 
65.81,14.3,124.666474, 
68.38,14.43,124.685823, 
64.44,14.29,124.705632, 
67.9,13.99,124.725206, 
62.81,12.5,124.744695, 
64.07,14.02,124.764537, 
70.92,16.07,124.784138, 
73.2,13.72,124.804335, 
66.61,12.91,124.824087, 
62.63,12.71,124.843667, 
70.02,12.82,124.864016, 
64.42,12.97,124.884132, 
68.44,12.83,124.904395, 
75.89,17.22,124.924188, 
64.48,14.07,124.944344, 
73.43,16.19,124.963632, 
73.47,15.85,124.98306, 
85.62,18.57,125.003421, 
64.34,14.55,125.022724, 
71.45,14.73,125.042379, 
67.25,14.89,125.062129, 
69.63,14.38,125.081392, 
67.68,15.24,125.100753, 
67.28,14.16,125.120009, 
70.79,14.01,125.139763, 
66.91,14.66,125.159035, 
67.25,13.99,125.178315, 
70.49,13.41,125.197586, 
69.93,12.95,125.217143, 
64.61,13.88,125.236526, 
70.89,13.03,125.25628, 
67.33,14.28,125.275957, 
69.94,14.33,125.296087, 
69.81,12.64,125.316204, 
65.85,13.17,125.336222, 
71.57,13.27,125.355475, 
68.72,15.65,125.376851, 
80.07,14.11,125.396484, 
66.36,15.29,125.41594, 
71.28,14.66,125.435261, 
65.25,14.39,125.454875, 
66.41,14.99,125.474464, 
65.1,14.79,125.494042, 
63.53,14.92,125.51428, 
65.69,15.54,125.535373, 
67.18,15.16,125.555877, 
64.99,15.03,125.575433, 
64.96,13.66,125.594622, 
64.99,14.56,125.613422, 
66.35,13.7,125.632851, 
63.69,12.89,125.652692, 
68.96,12.65,125.672204, 
63.63,14.11,125.691485, 
68.73,12.88,125.710487, 
70.05,12.87,125.72965, 
71.84,12.84,125.749169, 
70.63,12.72,125.768601, 
63.96,13.32,125.788139, 
66.59,12.42,125.807592, 
66.21,12.87,125.827207, 
67.35,13.03,125.846872, 
56.99,14.53,125.867201, 
58.52,14.65,125.887152, 
53.11,14.65,125.908541, 
55.75,14.45,125.928773, 
65.03,14.38,125.949688, 
58.18,15.4,125.97053, 
62.1,14.91,125.990353, 
62.32,14.92,126.010002, 
64.42,14.89,126.029695, 
61.03,14.2,126.049985, 
62.12,14.4,126.070074, 
63.56,14.5,126.089757, 
62.29,13.68,126.109737, 
61.8,13.47,126.12953, 
58.16,13.09,126.148795, 
59.58,13.2,126.168934, 
58.87,12.45,126.188594, 
56.44,12.66,126.20886, 
57.22,12.88,126.230071, 
50.59,11.81,126.250979, 
60.94,12.32,126.270461, 
63.86,13.35,126.289823, 
63.1,13.74,126.309083, 
69.05,12.94,126.328853, 
59.75,12.98,126.348729, 
59.88,12.91,126.369172, 
56.79,12.49,126.389192, 
58.95,12.93,126.410133, 
57.32,12.85,126.4313, 
55.26,12.34,126.452316, 
55.72,13.27,126.472449, 
61.5,13.1,126.491882, 
60.68,13.02,126.51118, 
66.1,12.95,126.530901, 
64.47,12.94,126.550073, 
63.8,13.67,126.569673, 
63.64,14.48,126.589735, 
64.03,15.8,126.610051, 
64.55,14.47,126.629742, 
60.3,13.42,126.650038, 
61.94,13.39,126.66903, 
60.24,12.73,126.689577, 
54.53,12.38,126.71032, 
57.36,13.32,126.73003, 
58.95,12.84,126.750932, 
55.84,13.26,126.771139, 
63.3,13.86,126.790537, 
65.61,14.72,126.809866, 
72.61,16.29,126.830277, 
62.18,12.92,126.850469, 
57.88,13.12,126.871271, 
56.67,12.92,126.892035, 
56.48,12.75,126.911191, 
55.26,12.6,126.930862, 
64.38,13.76,126.950239, 
67.62,14.78,126.970033, 
75.39,16.38,126.990502, 
63.81,13.26,127.009936, 
56.38,12.64,127.030156, 
61.28,12.66,127.049869, 
55.87,12.34,127.06928, 
57.83,12.92,127.08938, 
59.78,12.75,127.109149, 
56.51,12.58,127.128794, 
59.26,12.44,127.148284, 
56.57,12.88,127.167893, 
53.73,12.41,127.188774, 
54.52,13.06,127.20896, 
57.43,12.75,127.229773, 
58.92,13.32,127.249144, 
56.68,12.74,127.26925, 
62.41,12.92,127.288517, 
63.17,12.37,127.307682, 
62.69,12.65,127.327121, 
63.78,12.9,127.346454, 
58.75,12.33,127.365801, 
63.87,13.18,127.385258, 
58.61,12.6,127.405397, 
64.68,13.07,127.42501, 
60.84,12.4,127.444421, 
58.43,12.74,127.463875, 
57.41,12.58,127.484269, 
57.32,12.92,127.504254, 
52.75,12.45,127.525236, 
54.57,13.28,127.544487, 
60.2,12.56,127.564775, 
51.79,12.71,127.585207, 
56.16,12.77,127.606153, 
60.35,13.2,127.626098, 
60.22,13.22,127.646114, 
56.64,12.89,127.665757, 
61.2,12.97,127.685633, 
60.97,12.83,127.706698, 
58.35,12.09,127.728401, 
55.41,13.03,127.747973, 
55.15,12.68,127.767721, 
57.61,12.82,127.788252, 
55.74,12.58,127.808957, 
55,12.61,127.828796, 
59.2,12.19,127.848094, 
61.59,12.89,127.868283, 
60.1,13.05,127.888283, 
58.46,13.05,127.908721, 
55.73,12.66,127.928974, 
59.87,12.43,127.949681, 
59.84,13.16,127.968861, 
65.47,13.05,127.988996, 
56.31,12.74,128.008322, 
56.44,11.98,128.029478, 
52.34,12.3,128.050533, 
55.86,12.75,128.072076, 
56.08,12.85,128.091916, 
57.72,13.17,128.112068, 
57.72,12.48,128.132035, 
53.76,12.78,128.153206, 
56.94,13.12,128.172774, 
54.83,12.59,128.192925, 
65.05,12.66,128.213535, 
61.48,12.85,128.233933, 
55.98,12.56,128.253566, 
59.89,13.14,128.273292, 
58.6,12.84,128.294114, 
51.46,12.39,128.315179, 
60.11,14.09,128.334643, 
63.21,15.32,128.354294, 
74.86,16.66,128.375023, 
76.39,13.92,128.394403, 
62.9,12.83,128.414312, 
57.41,12.53,128.434633, 
59.17,12.49,128.454478, 
52.82,12.81,128.474473, 
58.49,13.13,128.494005, 
62.54,12.48,128.513486, 
58.34,13.43,128.532539, 
65.44,13.05,128.552038, 
58.14,12.31,128.571756, 
54.03,13.22,128.591776, 
63.49,13.88,128.611513, 
59.17,14.51,128.631432, 
63.7,16.73,128.654728, 
84.59,14.64,128.67372, 
64.71,13.15,128.69298, 
65.86,13.3,128.712754, 
65.36,12.83,128.731682, 
63.76,12.74,128.75086, 
63.2,12.03,128.770663, 
60.02,12.48,128.790089, 
65.55,13.12,128.809769, 
57.42,13.28,128.830057, 
58.87,14.51,128.85004, 
64.54,14.91,128.86919, 
68.03,14.78,128.889438, 
69.03,14.91,128.909601, 
68.07,14.48,128.929053, 
63.11,14.29,128.949141, 
68.07,14.96,128.968676, 
58.72,14.72,128.987891, 
61.61,14.18,129.008118, 
65.11,14.35,129.027286, 
60.22,13.62,129.047806, 
64.22,14.25,129.066101, 
67.52,13.66,129.085549, 
66.49,12.83,129.104155, 
63.74,14.48,129.123939, 
63.81,12.42,129.142513, 
60.83,12.85,129.162536, 
61.16,12.79,129.182343, 
64.19,12.5,129.201107, 
60.56,12.93,129.220326, 
63.91,13.1,129.239015, 
65.5,13.01,129.257849, 
58.14,14.48,129.27752, 
63.75,14.86,129.297926, 
63.3,14.83,129.316422, 
72.44,14.16,129.335333, 
69.71,14.95,129.354462, 
67.11,14.97,129.373209, 
63.02,15,129.392229, 
68.43,14.91,129.411299, 
64.27,14.44,129.431505, 
64.9,14.86,129.451315, 
58.88,14.12,129.470318, 
63,13.93,129.490919, 
64.46,13.87,129.509388, 
64.99,12.94,129.528529, 
65.87,13.79,129.54719, 
65.77,12.52,129.567238, 
65.46,12.77,129.58583, 
61.36,12.99,129.605805, 
57.77,12.17,129.62711, 
66.74,13.77,129.645733, 
55.97,12.42,129.665509, 
63.46,13.11,129.684589, 
55.78,13.93,129.704258, 
70.46,15.31,129.723432, 
62.5,15.01,129.742219, 
69.67,14.74,129.761193, 
63.64,14.72,129.77997, 
67.23,14.36,129.799181, 
59.94,15.16,129.818347, 
67.84,14.71,129.837605, 
62.63,14.46,129.857447, 
63.46,14.41,129.877723, 
64.8,14.04,129.896295, 
60.36,14.43,129.915419, 
62.85,13.45,129.934978, 
72.47,13.41,129.954145, 
72.06,15.42,129.973022, 
66.91,13.65,129.991971, 
59.58,12.2,130.01234, 
68.67,14.05,130.031664, 
61.43,13.07,130.052768, 
64.54,11.95,130.07306, 
64.83,13.71,130.091573, 
79.37,16.34,130.111111, 
62.54,14.6,130.1311, 
66.96,15.03,130.150692, 
69.29,15.23,130.169503, 
69.66,15.22,130.188941, 
66.65,13.8,130.208907, 
69.84,14.77,130.228501, 
63.41,14.73,130.248174, 
67.47,14.91,130.266933, 
62.45,14.65,130.287112, 
71.06,15.67,130.305785, 
68.45,14.38,130.324734, 
64.39,14.58,130.344629, 
61.95,13.55,130.365423, 
61.68,12.86,130.386039, 
63.1,13.77,130.405744, 
63.72,13.03,130.425194, 
66.22,12.13,130.44514, 
60.75,12.65,130.463639, 
63.4,12.42,130.484021, 
63.99,13.09,130.503735, 
63.93,12.57,130.524193, 
68.52,14.25,130.543676, 
72.24,13.93,130.562613, 
68.53,15,130.581736, 
67.95,14.68,130.600955, 
68.01,14.64,130.620668, 
71.58,16.29,130.641016, 
71.13,15.46,130.660282, 
67.15,14.3,130.680434, 
74.45,15.3,130.699536, 
69.13,14.68,130.719246, 
74.88,15.47,130.738244, 
73.97,13.92,130.757537, 
67.76,13.87,130.776934, 
71.81,14.84,130.797415, 
78.63,16.18,130.81699, 
76.63,14.49,130.836233, 
84.91,17.24,130.85526, 
66.44,13.06,130.874547, 
66.59,13.04,130.893687, 
66.04,12.84,130.913034, 
62.88,11.94,130.932559, 
58.35,13.05,130.952114, 
66.71,12.83,130.971546, 
59.55,14.47,130.991349, 
59.88,14.87,131.010519, 
61.67,14.4,131.029816, 
65.27,15.48,131.049088, 
61.54,14.49,131.06832, 
64.83,14.63,131.087414, 
63.44,14.67,131.10655, 
62.42,15.03,131.126327, 
68.08,15.44,131.145712, 
67.33,15.11,131.164816, 
65.23,14.28,131.184123, 
67.26,14.85,131.204006, 
70.77,14.96,131.223806, 
67.46,13.24,131.2436, 
58.92,13.3,131.263464, 
58.64,13.06,131.283397, 
58.35,12.94,131.302745, 
74.49,13.45,131.321792, 
72.23,15.15,131.341081, 
64.42,14.11,131.360949, 
62.6,13.15,131.380852, 
58.79,12.91,131.400029, 
65.04,12.87,131.419094, 
64.27,14.99,131.438192, 
64.09,14.78,131.457311, 
63.43,14.5,131.476433, 
69.3,15.06,131.49549, 
61.16,14.24,131.51457, 
66.79,14.93,131.533631, 
61.97,14.35,131.553501, 
64.99,14.97,131.572568, 
69.41,14.32,131.591535, 
62.64,15.27,131.611298, 
60.61,14.06,131.631127, 
60.76,13.54,131.650342, 
65.47,14.6,131.670162, 
59.05,12.2,131.689982, 
61.13,13.28,131.709772, 
62.36,13.42,131.728743, 
67.95,13.3,131.748475, 
61.77,12.56,131.767433, 
66.14,12.85,131.787047, 
67.72,13.49,131.806712, 
63.46,12.66,131.825681, 
61.02,12.44,131.844606, 
68.93,13.37,131.863788, 
62.61,14.82,131.883478, 
62.17,14.83,131.902428, 
69.03,16.29,131.921455, 
66.43,15.47,131.941569, 
83.44,18.66,131.960607, 
70.06,14.9,131.979846, 
65.55,14.18,131.999439, 
64.71,14.81,132.018533, 
67.33,14.85,132.038263, 
61.18,14.11,132.057909, 
73.63,16.77,132.076844, 
75.99,17.51,132.096099, 
86.32,19.07,132.115349, 
85.31,17.25,132.133923, 
68.13,13.73,132.15246, 
68.11,13.41,132.171007, 
64.84,13.16,132.189562, 
67.1,12.33,132.208127, 
65.5,12.42,132.226683, 
64.76,12.84,132.245422, 
65.56,12.75,132.264255, 
61.53,13.08,132.283075, 
65.8,12.73,132.301985, 
64.35,13.54,132.32127, 
61.63,14.72,132.340165, 
66.25,15.09,132.359091, 
61.35,14.43,132.378039, 
64.17,14.58,132.396524, 
64.34,14.65,132.415415, 
67.81,14.66,132.433876, 
67.63,15.35,132.452503, 
64.92,14.38,132.47171, 
62.25,14.73,132.492023, 
72.07,16.69,132.51243, 
82.89,18.93,132.532458, 
66.1,14.14,132.55167, 
67.46,14.55,132.57018, 
62.48,12.88,132.589317, 
62.96,12.97,132.608042, 
61.7,14.12,132.627434, 
66.33,13.21,132.645973, 
60.91,12.46,132.664475, 
64.49,13.31,132.683539, 
64.62,12.79,132.701986, 
66.18,12.46,132.720419, 
67.19,12.61,132.738848, 
69.09,12.5,132.757445, 
65.33,13.68,132.776527, 
64.79,14.5,132.795009, 
67.51,14.73,132.813567, 
68.12,14.84,132.832106, 
67.87,14.77,132.850602, 
65.95,14.61,132.869096, 
67.84,14.81,132.887597, 
65.24,14.07,132.906074, 
64.22,14.62,132.924582, 
73.35,14.34,132.943076, 
64.74,14.15,132.961585, 
67.69,14.59,132.980093, 
65.68,13.78,132.998588, 
72.19,14.25,133.017664, 
67.34,14.87,133.036184, 
64.43,12.67,133.054675, 
66.26,13.14,133.073142, 
63.56,13.55,133.092027, 
59.33,12.38,133.111327, 
69.1,13.68,133.129846, 
65.34,13.03,133.14839, 
59.89,12.26,133.167637, 
67.65,13.12,133.186727, 
63.48,13.12,133.205185, 
69.24,13.4,133.224416, 
64.33,13.22,133.242863, 
60.06,14.4,133.261383, 
69.51,14.95,133.279904, 
64.67,14.53,133.298397, 
65.02,15.03,133.316753, 
69.08,14.66,133.335237, 
63.18,14.33,133.353748, 
68.85,14.72,133.372263, 
65.19,14.66,133.390755, 
68.3,14.63,133.409652, 
69.15,14.8,133.428187, 
66.03,14.43,133.447321, 
66.7,14.11,133.465828, 
66.76,13.39,133.484371, 
65.81,13.51,133.502829, 
66.29,13.02,133.521275, 
64.49,13.31,133.539766, 
66.34,13.34,133.558879, 
71.95,13.78,133.577401, 
62.51,12.57,133.596241, 
70.8,13.7,133.614772, 
59.97,12,133.63387, 
63.19,12.89,133.653055, 
64.18,13.23,133.671547, 
65.34,12.83,133.690931, 
59.89,13.56,133.70994, 
59.12,14.53,133.729785, 
55.35,14.28,133.750359, 
57.43,15.14,133.769733, 
63.7,16.39,133.788959, 
62.15,15.77,133.808084, 
80.53,17.62,133.826529, 
55.12,14.37,133.846694, 
54.99,14.14,133.867401, 
49.82,14.17,133.888569, 
49.72,14.16,133.90979, 
49.07,12.91,133.931006, 
50.56,13.73,133.952037, 
48.09,13.76,133.973224, 
51.81,13.08,133.993209, 
55.75,12.55,134.013276, 
52.3,12.96,134.034233, 
53.83,12.37,134.054615, 
69.54,13.76,134.074007, 
61.32,12.9,134.093326, 
64.28,14.09,134.113366, 
57.26,12.64,134.133079, 
56.73,12.27,134.15303, 
59.76,12.78,134.173406, 
57.66,13.01,134.192938, 
58.3,12.37,134.212793, 
57.95,12.06,134.233717, 
60.24,13.45,134.253103, 
62.47,12.71,134.272372, 
62.1,12.69,134.291942, 
60.81,12.51,134.312119, 
65.85,15.54,134.331386, 
66.41,13.18,134.351532, 
59.11,12.52,134.371932, 
58.59,12.58,134.392865, 
59.45,12.88,134.413152, 
63.61,12.9,134.431802, 
59.99,12.4,134.451526, 
60.36,13.15,134.470615, 
60.67,12.73,134.490046, 
60.64,12.84,134.508553, 
64.84,13.07,134.528058, 
64.19,13.83,134.548082, 
67.97,13.56,134.566871, 
84.46,17.81,134.586126, 
62.53,12.54,134.606162, 
62.01,13.13,134.62591, 
63.12,12.24,134.646256, 
61.96,13.13,134.666367, 
64.22,12.32,134.685683, 
60.15,13.56,134.704657, 
68.17,13.17,134.723139, 
65.34,12.66,134.743049, 
61.4,12.42,134.763407, 
60.82,12.27,134.783487, 
60.38,13.39,134.802754, 
61.18,12.76,134.821946, 
63.88,12.94,134.841235, 
61.58,12.85,134.86141, 
58.12,12.73,134.881602, 
58.37,12.67,134.901985, 
65.42,13.08,134.9208, 
60.79,12.67,134.940001, 
